"","response","predictor"
"739",443,6.88901865088442
"740",158,5.17568024113787
"741",212,5.79376972878816
"742",163,5.08005777612793
"743",46,5.59638579250494
"744",240,5.16572757415782
"745",306,6.08654927119295
"746",7680,4.87263827886265
"747",39,4.0891108903569
"748",706,5.784057294033
"749",55,5.04547288277869
"750",262,6.15121492734466
"751",96,5.28084587321155
"752",434,6.14493154849152
"753",239,5.42764752367983
"754",330,4.97313343822115
"755",487,5.67163909508289
"756",480,4.90149502074604
"757",157,6.29509350031506
"758",514,5.29527961092228
"759",5602,3.88059288959577
"760",490,4.89308944793108
"761",267,4.13895824758843
"762",216,3.78406905103851
"763",196,5.23848562320695
"764",3495,5.62110941385346
"765",241,4.70507252236755
"766",169,4.33625248801944
"767",76,4.80868001430156
"768",499,4.19215857297219
"769",593,5.65695116684755
"770",83,5.5734269533204
"771",3284,4.16306051878196
"772",716,4.79435523997904
"773",241,5.88069043580825
"774",3091,5.09076149703675
"775",281,5.20618533010217
"776",66,5.4712061455857
"777",410,5.6074422278425
"778",582,5.98405804016058
"779",237,5.70216748959886
"780",526,4.30458140835785
"781",170,4.96442249854513
"782",174,5.39649402226791
"783",412,5.12909808052321
"784",1738,3.78354256721745
"785",2013,4.70722542875365
"786",802,5.85945824836
"787",166,5.30273065534237
"788",5039,4.24283571555043
"789",4523,5.3403520340492
"790",860,5.0968401424149
"791",271,5.63670501771072
"792",1197,6.56926309113813
"793",160,4.21466491480914
"794",300,4.87170871070598
"795",505,5.10980408877744
"796",198,3.81146674975055
"797",280,5.1797070026259
"798",666,4.81444012535692
"799",328,6.65314179957677
"800",212,3.30331546097582
"801",285,6.16734375933486
"802",853,5.85521603399923
"803",170,5.67780955925319
"804",122,5.29542779527112
"805",309,4.73797980811727
"806",350,5.91866041050805
"807",437,4.62426440772686
"808",47,5.65159518161022
"809",292,5.46171547045451
"810",484,5.89955482768286
"811",12316,4.81224481953248
"812",2949,4.82235804181493
"813",415,5.39634976647794
"814",309,5.39869535108432
"815",311,6.09309893010146
"816",187,5.51550962845094
"817",479,5.29414602557597
"818",127,5.74770289854504
"819",1152,4.8466549197542
"820",1778,5.91043173258141
"821",1768,4.53534795748997
"822",165,5.41979579139237
"823",406,4.09055025365173
"824",189,5.36019201783434
"825",553,4.18082396475768
"826",777,5.04953478577253
"827",608,4.0576539574568
"828",4288,4.78424711056581
"829",1653,4.69549150854271
"830",2331,5.56060352444218
"831",152,4.82162061544429
"832",840,4.70041318378284
"833",182,5.99398519707959
"834",100,6.28496076628685
"835",496,5.91076224973666
"836",309,4.23069237165806
"837",3739,6.02982450368692
"838",1053,4.40145057901919
"839",401,5.15323183571183
"840",277,5.67739783215328
"841",1016,5.06097339774648
"842",45,5.10224467764842
"843",630,5.28149857704986
"844",373,5.47810771436924
"845",245,5.46737794139762
"846",426,4.07786518498669
"847",834,5.08582864786107
"848",150,5.38644504008323
"849",81,5.58398100756558
"850",383,4.99371581529429
"851",239,4.74327643371779
"852",453,4.31106792896261
"853",151,4.72627528820211
"854",1681,5.1210087983321
"855",43,4.78711606823243
"856",810,5.58655674727838
"857",2439,5.43887580008354
"858",651,4.15432001745392
"859",365,5.40626569911891
"860",79,5.55210802784166
"861",151,5.03013745655557
"862",328,5.18277775472186
"863",2227,4.91904510048007
"864",1075,5.0092986171887
"865",441,4.54542391851125
"866",39,5.47638493976594
"867",4436,4.40386921498193
"868",115,4.81619797403737
"869",739,4.60613525505998
"870",83,4.63390348566817
"871",1580,4.96043883413418
"872",348,4.88458586453971
"873",1538,4.74502477853168
"874",143,5.03526796709129
"875",96,4.16981655474853
"876",70,5.27217493888886
"877",170,5.61070000332195
"878",73,4.36598585017796
"879",112,4.28148459596455
"880",462,6.6507981215718
"881",267,5.35567970652827
"882",1242,5.23457540248812
"883",528,5.07097015387494
"884",121,5.52022104472848
"885",232,5.2242066897106
"886",250,4.84515723096812
"887",1355,4.91889055643567
"888",777,4.97608494088319
"889",1009,4.99221489274793
"890",287,4.71139573216197
"891",1282,5.8981659902366
"892",248,5.26098440117867
"893",1541,4.69750656083264
"894",72,5.58431167771647
"895",243,5.42764851114079
"896",935,5.11057327223111
"897",311,5.46057321357605
"898",635,4.61085365306512
"899",289,5.07075383583466
"900",311,4.5505494421873
"901",1283,4.43052321762466
"902",948,4.9845908773819
"903",305,5.30921612081151
"904",92,4.60654640505572
"905",142,5.0862122166151
"906",832,4.01021002142395
"907",176,4.90962078624243
"908",417,5.96093372857196
"909",299,4.45157966650818
"910",287,4.42459418696965
"911",43,5.05709005197039
"912",1838,5.54753597643903
"913",393,6.00347095758819
"914",3928,6.92493147359248
"915",208,5.72058060474859
"916",137,5.63644479225988
"917",114,6.51815067609286
"918",4864,5.00439920248485
"919",251,5.06132288641806
"920",95,5.36462559724809
"921",614,4.27694277085366
"922",510,4.00696617397181
"923",409,6.37441309312487
"924",277,4.82625276736825
"925",195,4.90237744308452
"926",109,4.55457875210687
"927",446,5.2936471878329
"928",292,5.5842413395832
"929",47,5.05140269538228
"930",263,5.20955805080579
"931",320,5.81840539470368
"932",2071,5.19300074994104
"933",392,4.83512674308495
"934",524,5.16060344705977
"935",428,4.6524878750688
"936",761,5.2662272543657
"937",918,4.61634824030357
"938",940,6.10605153942984
"939",530,3.58375946215237
"940",102,5.46084118827694
"941",155,4.88278230507541
"942",587,6.49164672529737
"943",3424,5.04759877005325
"944",1069,5.5131942842596
"945",666,5.45148107998282
"946",356,5.36098706606891
"947",898,5.53677789297793
"948",63,6.49831892702466
"949",512,5.80288073539244
"950",1775,5.32767569677043
"951",520,6.36367304234183
"952",1309,5.57907853697347
"953",343,5.62271683941608
"954",324,6.00926959660203
"955",287,5.30471930691298
"956",3056,5.67156894944747
"957",309,5.02158785821403
"958",273,5.28114344250749
"959",2324,5.22576770776285
"960",161,4.78417352560401
"961",175,6.52252459230441
"962",38,4.83671656039726
"963",334,4.96874338306319
"964",363,6.06087130373234
"965",361,5.18659555100116
"966",389,5.959282177673
"967",4235,4.80521787140537
"968",3300,5.19165292145146
"969",430,5.03689102902283
"970",787,4.57007613373567
"971",408,5.00284723031144
"972",6415,4.77407635921763
"973",2574,5.75734076121558
"974",1464,5.01086067103464
"975",131,5.14619221711121
"976",1534,4.66190094967688
"977",1040,5.3398793536471
"978",391,4.15224136801264
"979",567,3.2825833402159
"980",341,6.42206912312279
"981",44,5.69222010332475
"982",1520,5.61257361213929
"983",571,3.74626962722805
"984",715,5.64013392606767
"985",100,5.53787927587573
"986",913,5.14952422309003
"987",434,5.73627519572494
"988",186,5.92836986995903
"989",1412,5.12059366052848
"990",84,6.46446910047824
"991",243,5.84243575467487
"992",1475,5.99585049783576
"993",226,4.99517355035879
"994",504,5.11477014382002
"995",271,4.60031947540496
"996",444,5.46478990556223
"997",130,5.37160743234733
"998",2058,5.25933431006208
"999",740,4.75755317123726
"1000",544,5.04921982816486
